"artist","name","song","person","sentence","year","highestRank"
"OG Maco","Mac","U Guessed It",TRUE,"Goddamn boy that nigga Mac didn't never call bruh","2014","94"
"Ohio Players","Clarence","Funky Worm",TRUE,"Alright, sing it, Clarence","1973","15"
"Ohio Players","Baby","Jive Turkey (Part 1)",TRUE,"Baby I'm not goin' for that no more","1974","47"
"Ohio Players","Marvin","Jive Turkey (Part 1)",TRUE,"What about Marvin, Mervin and Pee Wee?","1974","47"
"Ohio Players","Mervin","Jive Turkey (Part 1)",TRUE,"What about Marvin, Mervin and Pee Wee?","1974","47"
"Ohio Players","Baby","Skin Tight",TRUE,"Baby about to bust the stitches, yeah","1974","13"
"OK Go","Jesus","Here It Goes Again",TRUE,"But Jesus, when it rains, how it pours","2006","38"
"OK Go","Rosa","Here It Goes Again",TRUE,"Throw on your clothes, the second side of Surfer Rosa","2006","38"
"OK Go","Emily","I Won't Let You Down",TRUE,"Emily's got no tricks to try","2014","71"
"OK Go","Nikki","I Won't Let You Down",TRUE,"Now Nikki she's got no flag to fly","2014","71"
"Ol' Dirty Bastard","Brooklyn","Brooklyn Zoo",FALSE,"The Ol' Dirty Bastard, Brooklyn Zoo!","1995","54"
"Ol' Dirty Bastard","Brooklyn","Shimmy Shimmy Ya",FALSE,"Yeah from the home of the Dodger Brooklyn squad","1995","62"
"Ol' Dirty Bastard","Norman","Shimmy Shimmy Ya",TRUE,"I get psycho, killer, Norman Bates","1995","62"
"Ol' Dirty Bastard Featuring Kelis","Baby","Got Your Money",TRUE,"Baby you know I'ma take care of you","1999","33"
"Ol' Dirty Bastard Featuring Kelis","Eddie","Got Your Money",TRUE,"Eddie Murphy told me that back in the house","1999","33"
"Ol  Dirty Bastard Featuring Kelis","Baby","Got Your Money",TRUE,"Baby you know I'ma take care of you","1999","38"
"Old Dominion","Baby","Song For Another Time",TRUE,"Baby be my pretty woman","2016","59"
"Old Dominion","Caroline","Song For Another Time",TRUE,"Let's be brown eyed girl sweet Caroline","2016","59"
"Old Dominion","Marina","Song For Another Time",TRUE,"We're Marina Del Ray","2016","59"
"Olivia","John","Bizounce",TRUE,"Leavin the crib with a Dear John letter","2001","15"
"Olivia","Lorenzo","Bizounce",FALSE,"Shinned up Lorenzo","2001","15"
"Olivia Newton-John","Baby","Come On Over",TRUE,"Baby, you would see me through","1976","23"
"Olivia Newton-John","Sam","Sam",TRUE,"Oh Sam, Sam, you know where I am","1977","20"
"Olivia Newton-John","Heaven","Tied Up",TRUE,"Telling me that Heaven can wait","1983","38"
"Olivia Newton-John","Baby","Totally Hot",TRUE,"Baby, baby, so hot, totally hot","1979","52"
"Olivia Newton-John","Heaven","Twist Of Fate",TRUE,"Telling me that Heaven can wait","1983","21"
"Omarion","Baby","Entourage",TRUE,"Baby I want you to be my entourage","2006","78"
"Omarion","Baby","O",TRUE,"Baby girl let me hear you scream O","2005","27"
"Omarion Featuring Gucci Mane","Cali","I Get It In",FALSE,"She got that Cali good and she kinda hood","2009","83"
"Omarion Featuring Gucci Mane","Louie","I Get It In",FALSE,"Tennis shoes, fur coat, Louie V carry on","2009","83"
"OMI","Baby","Cheerleader",TRUE,"Baby, did I mention","2015","1"
"One Direction","Baby","18",TRUE,"Baby, I don't want to feel alone","2014","87"
"One Direction","Georgia Rose","Best Song Ever",TRUE,"Said her name was Georgia Rose,","2013","2"
"One Direction","Baby","Diana",TRUE,"Baby you'll be saving mine","2013","11"
"One Direction","Diana","Diana",TRUE,"Diana","2013","11"
"One Direction","Baby","Drag Me Down",TRUE,"Baby you're my only reason","2015","3"
"One Direction","Baby","History",TRUE,"Baby don't you know","2015","65"
"One Direction","Baby","Home",TRUE,"Baby we could be enough","2015","74"
"One Direction","Baby","Kiss You",TRUE,"Baby, I'll take you there, take you there","2012","46"
"One Direction","Addison","Midnight Memories",FALSE,"Way too many people in the Addison Lee","2013","12"
"One Direction","Baby","Midnight Memories",TRUE,"Baby, this is what the night is for,","2013","12"
"One Direction","Lee","Midnight Memories",FALSE,"Way too many people in the Addison Lee","2013","12"
"One Direction","Olivia","Olivia",TRUE,"I love, I love, I love Olivia","2015","87"
"One Direction","Baby","Perfect",TRUE,"Baby, I'm perfect for you","2015","10"
"One Direction","Baby","Stockholm Syndrome",TRUE,"Baby, look what you've done to me","2014","99"
"One Direction","Baby","What Makes You Beautiful",TRUE,"Baby you light up my world like nobody else,","2012","4"
"OneRepublic","Abbey","Good Life",FALSE,"Address to places like Abbey Road","2009","8"
"OneRepublic","London","Good Life",FALSE,"Woke up in London yesterday","2009","8"
"OneRepublic","Paris","Good Life",FALSE,"From Paris to China to Colorado","2009","8"
"Onyx","Buck","Slam",TRUE,"Buck, bye tough guy, oh my god I'm so high","1993","4"
"Onyx","Jack","Throw Ya Gunz",TRUE,"In fact, you players jack Jack's","1993","81"
"Orchestral Manoeuvres In The Dark","Heaven","If You Leave",TRUE,"Heaven knows what happens now","1986","4"
"Orchestral Manoeuvres In The Dark","Heaven","So In Love",FALSE,"Heaven is cold","1985","26"
"Orleans","Baby","Love Takes Time",TRUE,"Baby love takes time","1979","11"
"Otis Redding","Georgia","(Sittin' On) The Dock Of The Bay",FALSE,"I left my home in Georgia","1968","1"
"Otis Redding","Baby","Chained And Bound",TRUE,"Baby, somebody, somebody","1964","70"
"Otis Redding","Baby","Hard To Handle",TRUE,"Baby","1968","51"
"Otis Redding","Baby","Mr. Pitiful",TRUE,"Baby, that's my name now, oh","1965","41"
"Otis Redding","Jack","Papa's Got A Brand New Bag",TRUE,"Jump back Jack, see you later alligator","1968","21"
"OutKast","Halle","Elevators (Me & You)",TRUE,"Passes getting thrown like Hail Mary's, and they looking like Halle Berry's","1996","12"
"OutKast","James","Elevators (Me & You)",TRUE,"And my little brother James, thangs changed in the hood","1996","12"
"OutKast","Marta","Elevators (Me & You)",TRUE,"Where me and my nigga rode the Marta, through the hood","1996","12"
"OutKast","Mary","Elevators (Me & You)",TRUE,"Passes getting thrown like Hail Mary's, and they looking like Halle Berry's","1996","12"
"OutKast","Toni","Elevators (Me & You)",TRUE,"Me and the crew, we pimps like '82, me and you like Tony Toni Tone","1996","12"
"OutKast","Tony","Elevators (Me & You)",TRUE,"Me and the crew, we pimps like '82, me and you like Tony Toni Tone","1996","12"
"OutKast","Virginia","Elevators (Me & You)",FALSE,"From Virginia, this ain't gon' stop, so we just gon' continue","1996","12"
"OutKast","Sally","Idlewild Blue (Don'tchu Worry 'Bout Me)",TRUE,"Sally don't you worry bout me","2006","100"
"OutKast","Antwan","Jazzy Belle",TRUE,"Steadily calling me Antwan","1997","52"
"OutKast","Belle","Jazzy Belle",TRUE,"But now it's real Jazzy Belle","1997","52"
"OutKast","Bo","Jazzy Belle",TRUE,"Even Bo knew that you got poked","1997","52"
"OutKast","Andre","Rosa Parks",TRUE,"Andre, got to her station here's my destination","1998","55"
"OutKast","Georgia","Rosa Parks",FALSE,"A-T-L, Georgia, what we do for ya","1998","55"
"OutKast","Caroline","Roses",TRUE,"Caroline!","2004","9"
"OutKast","Anne","So Fresh, So Clean",TRUE,"I love who you are, love who you ain't; you're so Anne Frank","2001","30"
"OutKast","Carlo","So Fresh, So Clean",FALSE,"Sir Luscious gots gator belts and patty melts and Monte Carlo's","2001","30"
"OutKast","Freddie","So Fresh, So Clean",TRUE,"Teddy Pendergrass, cooler than Freddie Jackson","2001","30"
"OutKast","Jack","So Fresh, So Clean",TRUE,"I'mma show you how to wild out like Jack Tripper","2001","30"
"OutKast","Monte","So Fresh, So Clean",FALSE,"Sir Luscious gots gator belts and patty melts and Monte Carlo's","2001","30"
"OutKast","Noah","So Fresh, So Clean",TRUE,"Like Noah's, I get two's of youse and you get pretty 'D'","2001","30"
"OutKast","Omar","So Fresh, So Clean",TRUE,"My nigga Bongo hooked it up, Omar gon' dip my rims today","2001","30"
"OutKast","Rick","So Fresh, So Clean",TRUE,"Rick James'n, no chains and whips","2001","30"
"OutKast","Teddy","So Fresh, So Clean",TRUE,"Teddy Pendergrass, cooler than Freddie Jackson","2001","30"
"OutKast","Dusty","Southernplayalisticadillacmuzik",TRUE,"Time to drop these 'bows like Dusty Rhodes","1994","74"
"OutKast","Georgia","Southernplayalisticadillacmuzik",FALSE,"Deep, the slang is in effect because it's Georgia","1994","74"
"OutKast Featuring Scar & Sleepy Brown","Baby","Morris Brown",TRUE,"Baby no,no,no","2006","95"
"Owl City & Carly Rae Jepsen","Prince","Good Time",TRUE,"What's up with this Prince song inside my head?","2012","8"
"Ozark Mountain Daredevils","Jackie","Jackie Blue",TRUE,"Ooh, Jackie","1975","3"
"P. Diddy Featuring The Neptunes","Baby","Diddy",TRUE,"Its Bad Boy Baby","2001","66"
"P. Diddy Featuring The Neptunes","Bentley","Diddy",FALSE,"I got Bentley, Benz send in Mr. Belvedere","2001","66"
"P. Diddy Featuring The Neptunes","Branson","Diddy",TRUE,"So Branson pass me a jar","2001","66"
"P. Diddy Featuring The Neptunes","Brenda","Diddy",TRUE,"That's when I met this chick named Brenda","2001","66"
"P. Diddy Featuring The Neptunes","Sean","Diddy",TRUE,"My mom calls me Sean","2001","66"
"P.M. Dawn","Venus","Downtown Venus",TRUE,"I'm Downtown Venus","1995","48"
"P.M. Dawn","Joni","Looking Through Patient Eyes",TRUE,"Joni help me, I think I'm falling.","1993","6"
"P.M. Dawn","Baby","Set Adrift On Memory Bliss",TRUE,"Baby you send me","1991","1"
"P.M. Dawn","Christina","Set Adrift On Memory Bliss",TRUE,"Christina Applegate, you gotta put me on.","1991","1"
"P.M. Dawn","Dawn","Set Adrift On Memory Bliss",TRUE,"I wanted her to be a big PM Dawn fan,","1991","1"
"P.M. Dawn","Mercy","Sometimes I Miss You So Much (Dedicated To The Christ Consciousness)",TRUE,"Mercy's right...","1995","95"
"P.O.D.","Johnny","Youth Of The Nation",TRUE,"Johnny boy always played the fool","2002","28"
"Pablo Cruise","Baby","Cool Love",TRUE,"Baby, give it up","1981","13"
"Panic! At The Disco","Mona Lisa","The Ballad Of Mona Lisa",TRUE,"Woah, Mona Lisa,","2011","89"
"Panic! At The Disco","Steve","Victorious",TRUE,"Skin as cool as Steve McQueen, let me be your killer king","2016","89"
"Paper Lace","Billy","Billy - Don't Be A Hero",TRUE,"I looked across and there I saw Billy","1974","96"
"Paper Lace","Al","The Night Chicago Died",TRUE,"When a man named Al Capone","1974","1"
"Paperboy","Jody","Ditty",TRUE,"And just like Jody Watley, baby girl, I can have you","1992","10"
"Paperboy","Sam","Ditty",TRUE,"I'm finally taxin' more play than homey Sam","1992","10"
"Paperboy","Vernon","Ditty",FALSE,"And I ain't from Mount Vernon, but a brother's money-earnin'","1992","10"
"Paramore","Baby","Ain't It Fun",TRUE,"Baby now you're one of us","2014","10"
"Paramore","Baby","Still Into You",TRUE,"Baby not a day goes by that I'm not into you","2013","24"
"Parliament","Ali","Chocolate City",TRUE,"And don't be surprised if Ali is in the White House","1975","94"
"Parliament","Aretha","Chocolate City",TRUE,"And Miss Aretha Franklin, the First Lady","1975","94"
"Parliament","Gary","Chocolate City",TRUE,"We've got Newark, we've got Gary","1975","94"
"Parliament","Ike","Chocolate City",TRUE,"Reverend Ike, Secretary of the Treasure","1975","94"
"Parliament","James","Chocolate City",TRUE,"Tell 'em to make sure they got their James","1975","94"
"Parliament","Richard","Chocolate City",TRUE,"Richard Pryor, Minister of Education","1975","94"
"Parliament","Stevie","Chocolate City",TRUE,"Stevie Wonder, Secretary of Fine Arts","1975","94"
"Parmalee","Carolina","Carolina",FALSE,"And she feels like Carolina, looks like California","2013","36"
"Pat Boone","Rosita","Speedy Gonzales",TRUE,"\Hey Rosita - I hafta go shopping downtown for my mother""","1962","6"
"Pat Green","Romeo","Feels Just Like It Should",TRUE,"Maybe Romeo gets the girl this time","2006","80"
"Pat Green","Baby","Let Me",TRUE,"Baby, leave those candles burning, slide on over here to me","2009","81"
"Patrice Rushen","Baby","Feels So Real (Won't Let Go)",TRUE,"Baby love,just the two of us","1984","78"
"Patrice Rushen","Baby","Forget Me Nots",TRUE,"Baby please forget me not","1982","23"
"Patsy Cline","Sue","When I Get Thru With You (You'll Love Me Too)",TRUE,"You think you love Sue","1962","53"
"Patsy Cline","Susie","When I Get Thru With You (You'll Love Me Too)",TRUE,"Poor Susie will have to go","1962","53"
"Patsy Cline","Heaven","Who Can I Count On",FALSE,"I thought I held a precious key to Heaven","1961","99"
"Patti LaBelle","Baby","Stir It Up",TRUE,"Baby, stir it up, got to break it up now","1985","41"
"Patty Loveless","Baby","Lovin' All Night",TRUE,"Baby, I'm gonna love you ?till the cows come home.","2003","81"
"Patty Smyth","Baby","Downtown Train",TRUE,"They stay at the carnival, Baby","1987","95"
"Patty Smyth","Brooklyn","Downtown Train",FALSE,"With all those Brooklyn girls","1987","95"
"Patty Smyth","Baby","No Mistakes",TRUE,"Baby a change has got to come","1992","33"
"Patty Smyth","Baby","Sometimes Love Just Ain't Enough",TRUE,"Baby, sometimes love just ain't enough.","1992","2"
"Paul Anka","May","Goodnight My Love",TRUE,"May tomorrow be sunny and bright","1969","27"
"Paul Anka","Jim","Hello Jim",TRUE,"Hello, Jim, what do you say?","1963","97"
"Paul Anka","Tom","Hello Young Lovers",TRUE,"When I think of Tom","1960","23"
"Paul Anka","May","In The Still Of The Night",FALSE,"I remember that night in May","1969","64"
"Paul Anka","Heaven","Love Me Warm And Tender",TRUE,"Heaven sings, heaven rings, on your wings we will fly away","1962","12"
"Paul Anka","Diana","Remember Diana",TRUE,"Everybody remembers Diana","1963","39"
"Paul Carrack","Baby","When You Walk In The Room",TRUE,"Baby it's a dream come true","1988","90"
"Paul Davis","Summer","Cool Night",FALSE,"And now, Summer's come and gone","1981","11"
"Paul McCartney & Wings","Sam","Band On The Run",TRUE,"And the jailer man and sailor Sam","1974","1"
"Paul McCartney & Wings","Helen","Helen Wheels",TRUE,"Helen, hell on wheels","1973","10"
"Paul McCartney & Wings","Kendal","Helen Wheels",TRUE,"And the Kendal freeway's fast","1973","10"
"Paul McCartney & Wings","London","Helen Wheels",FALSE,"Doing fine when a London sign","1973","10"
"Paul McCartney & Wings","Sam","Helen Wheels",TRUE,"Sam he came from Birmingham","1973","10"
"Paul Simon","Gus","50 Ways To Leave Your Lover",TRUE,"Hop on the bus, Gus","1975","1"
"Paul Simon","Lee","50 Ways To Leave Your Lover",TRUE,"Just drop off the key, Lee","1975","1"
"Paul Simon","Roy","50 Ways To Leave Your Lover",TRUE,"Roy","1975","1"
"Paul Simon","Stan","50 Ways To Leave Your Lover",TRUE,"Make a new plan, Stan","1975","1"
"Paul Simon","Lincoln","Duncan",TRUE,"Lincoln Duncan is my name,","1972","52"
"Paul Simon","Julio","Me And Julio Down By The Schoolyard",TRUE,"See you, me and Julio","1972","22"
"Paul Simon","Dolores","Slip Slidin' Away",TRUE,"He said Dolores","1977","5"
"Paul Simon","Sonny","The Obvious Child",TRUE,"We had a little son and we thought we'd call him Sonny","1990","92"
"Paul Simon","Al","You Can Call Me Al",TRUE,"You can call me Al","1986","23"
"Paul Simon","Betty","You Can Call Me Al",TRUE,"I can call you Betty","1986","23"
"Paul Wall","James","Girl",TRUE,"You ridin' shotgun in the James Bond Benz","2006","35"
"Paul Wall Featuring Big Pokey","Archie","Sittin' Sidewayz",TRUE,"I'm out that Swisha House with Archie Lee and Couda Bang","2005","93"
"Paul Wall Featuring Big Pokey","Don","Sittin' Sidewayz",TRUE,"Sensei, Don Key,","2005","93"
"Paul Wall Featuring Big Pokey","Hank","Sittin' Sidewayz",TRUE,"I'm with that Big Bank Hank, that Poppi Joe and Box","2005","93"
"Paul Wall Featuring Big Pokey","Joe","Sittin' Sidewayz",TRUE,"I'm with that Big Bank Hank, that Poppi Joe and Box","2005","93"
"Paul Wall Featuring Big Pokey","Paul","Sittin' Sidewayz",TRUE,"It's Paul Wall baby, I got it made","2005","93"
"Paul Wall Featuring Big Pokey","Scott","Sittin' Sidewayz",TRUE,"Raised on Scott and Yellow, when I blaze...","2005","93"
"Paul Wall Featuring Jermaine Dupri","Brandi","I'm Throwed",FALSE,"I'm wheel grippin' and still tippin' Brandi wine on glass","2007","87"
"Paul Wall Featuring Jermaine Dupri","Cali","I'm Throwed",FALSE,"Show Cali why I'm bangin' this crew","2007","87"
"Paul Wall Featuring Jermaine Dupri","Chester","I'm Throwed",TRUE,"I'm cool as a ocean breeze; like Chester, I'm chasin' cheese","2007","87"
"Paul Wall Featuring Jermaine Dupri","Franklin","I'm Throwed",TRUE,"Stackin' Franklin and Grants from south bank to spring grass","2007","87"
"Paul Wall Featuring Jermaine Dupri","Steve","I'm Throwed",TRUE,"Now, to broads I'm a sharp-shooter like Steve","2007","87"
"Paul Wall Featuring Lil' KeKe","Baby","Break 'Em Off",TRUE,"Baby, I got million dollar dreams, with ma mind on cream","2007","72"
"Paul Wall Featuring Lil' KeKe","Bentley","Break 'Em Off",FALSE,"Buzzin' like a bumble bee, mustard green Bentley coupe","2007","72"
"Paul Wall Featuring Lil' KeKe","Derek","Break 'Em Off",TRUE,"Similar to Derek Jeter","2007","72"
"Paul Wall Featuring Lil' KeKe","Don","Break 'Em Off",TRUE,"Swisha House, Young Don, capital TF","2007","72"
"Paul Wall Featuring Lil' KeKe","Houston","Break 'Em Off",FALSE,"Chasin' paper in the mornin', call me Houston Chronicle","2007","72"
"Paul Wall Featuring Lil' KeKe","Mac","Break 'Em Off",TRUE,"Young gangsta, Mac game, sharper than a thumbtack","2007","72"
"Paul Wall Featuring Lil' KeKe","Paul","Break 'Em Off",TRUE,"Paul Wall money, dat's expensive taste","2007","72"
"Paul Wall Featuring Lil' KeKe","Tracy","Break 'Em Off",TRUE,"Maneuverin' thru the traffic like I'm Tracy McGrady","2007","72"
"Paula Abdul","Baby","Forever Your Girl",TRUE,"Baby, forever, and ever and ever, you know I am.","1989","1"
"Paula Abdul","Heaven","Rush Rush",TRUE,"Heaven knows","1991","1"
"Paula Cole","John","Where Have All The Cowboys Gone?",TRUE,"Where is my John Wayne?","1997","8"
"Paula DeAnda Featuring Baby Bash","Baby","Doing Too Much",TRUE,"Baby, am I doing too much?","2006","41"
"Paula DeAnda Featuring Bow Wow","Baby","Easy",TRUE,"Baby, tonight's the night","2007","64"
"Paula DeAnda Featuring Bow Wow","Carter","Easy",TRUE,"I go by the name Carter, I got more plaques than tartar","2007","64"
"Paula DeAnda Featuring Bow Wow","Paula","Easy",TRUE,"Number one spot: Wayne and Paula","2007","64"
"Paula DeAnda Featuring Bow Wow","Tony","Easy",TRUE,"Young Wayne, Tony Montana","2007","64"
"Paula DeAnda Featuring Bow Wow","Wayne","Easy",TRUE,"Young Wayne, Tony Montana","2007","64"
"Paulina Rubio","Baby","The One You Love",TRUE,"Baby you can tell me everything","2002","97"
"Peabo Bryson","Baby","Can You Stop The Rain",TRUE,"Baby, I'd be living on memories","1991","52"
"Peach Union","Baby","On My Own",TRUE,"Baby","1997","39"
"Peaches & Herb","Heaven","I Pledge My Love",TRUE,"Heaven has sent you it's love that I feel","1980","19"
"Pearl Jam","Baby","I Got Id/Long Road",TRUE,"Baby won't you let me ride","1995","7"
